,ID,ACTIVITY,GOOD,SUFFICIENT
151290,5011915,1,1,0
151311,5011916,1,1,0
151336,5011917,1,1,0
151377,5011918,1,0,1
151403,5011919,1,0,1
151409,5011920,1,1,0
151470,5011925,1,1,0
151512,5011926,1,1,0
151572,5011928,1,1,0
151606,5011929,1,1,0
151632,5011930,1,1,0
151666,5011931,1,1,0
151705,5011932,1,0,1
151711,5011933,1,0,1
151732,5011934,1,0,1
151746,5011935,1,0,1
151778,5011936,1,1,0
151806,5011937,1,1,0
151846,5011938,1,1,0
151890,5011939,1,1,0
151946,5011940,1,0,1
151953,5011941,1,0,1
151972,5011942,1,0,1
151984,5011943,1,0,1
151999,5011950,1,1,0
152054,5011951,1,1,0
152104,5011952,1,1,0
152158,5011953,1,1,0
152183,5011954,1,1,0
152208,5011955,1,1,0
152238,5011957,1,1,0
152274,5011958,1,1,0
152310,5011959,1,1,0
152348,5011960,1,1,0
152382,5011961,1,1,0
152428,5011962,1,1,0
152488,5011966,1,1,0
152502,5011971,1,1,0
152532,5011972,1,1,0
152534,5011973,1,0,1
152579,5011974,1,1,0
152586,5011975,1,1,0
152594,5011976,1,1,0
152616,5011977,1,0,1
152630,5011983,1,1,0
152632,5011984,1,1,0
152664,5011985,1,1,0
152678,5011986,1,1,0
152696,5011987,1,1,0
152739,5011988,1,0,1
152744,5011992,1,1,0
152787,5011993,1,1,0
152833,5011994,1,1,0
152881,5011995,1,1,0
152939,5011996,1,0,1
152947,5012002,1,1,0
153007,5012003,1,1,0
153045,5012004,1,1,0
153074,5012008,1,1,0
153123,5012009,1,0,1
153148,5012010,1,1,0
153179,5012012,1,1,0
153229,5012013,1,1,0
153275,5012015,1,0,1
153280,5012016,1,1,0
153301,5012017,1,1,0
153352,5012018,1,1,0
153391,5012019,1,1,0
153448,5012023,1,1,0
153454,5012024,1,1,0
153472,5012025,1,1,0
153496,5012026,1,0,1
153503,5012027,1,0,1
153525,5012028,0,0,1
153531,5012029,1,1,0
153533,5012030,1,1,0
153536,5012032,1,1,0
153574,5012034,1,1,0
153577,5012035,1,0,1
153581,5012036,1,1,0
153592,5012041,0,1,0
153599,5012042,0,1,0
153655,5012043,1,1,0
153669,5012046,1,1,0
153675,5012047,1,1,0
153709,5012051,1,1,0
153741,5012052,1,1,0
153778,5012053,1,1,0
153831,5012054,1,1,0
153875,5012062,1,1,0
153913,5012064,1,0,1
153930,5012065,1,0,1
153966,5012066,1,1,0
153968,5012067,1,1,0
153987,5012069,1,1,0
154017,5012070,1,0,1
154050,5012071,1,0,1
154105,5012074,1,1,0
154162,5012075,1,0,1
154168,5012076,1,1,0
154171,5012077,1,0,1
154176,5012078,1,0,1
154199,5012079,1,0,1
154222,5012080,1,0,1
154227,5012081,1,0,0
154237,5012082,1,0,1
154260,5012083,1,1,0
154292,5012084,1,0,1
154322,5012085,1,1,0
154355,5012086,1,1,0
154390,5012087,1,0,1
154410,5012088,1,0,1
154440,5012089,1,0,0
154473,5012090,1,1,0
154506,5012091,1,1,0
154544,5012092,1,1,0
154574,5012093,1,1,0
154600,5012096,1,0,1
154614,5012097,1,1,0
154647,5012098,1,1,0
154649,5012099,1,0,1
154673,5012100,1,1,0
154723,5012102,1,1,0
154777,5012103,1,1,0
154789,5012104,1,1,0
154824,5012105,1,0,1
154852,5012107,1,1,0
154893,5012108,1,1,0
154941,5012109,1,1,0
154995,5012110,1,1,0
155023,5012111,1,0,1
155038,5012112,1,0,1
155071,5012113,1,1,0
155102,5012114,1,1,0
155142,5012115,0,1,0
155183,5012116,1,1,0
155189,5012117,1,1,0
155226,5012118,1,1,0
155266,5012119,0,1,0
155307,5012120,1,1,0
155342,5012121,1,0,1
155390,5012122,1,1,0
155413,5012123,1,1,0
155429,5012124,1,0,1
155453,5012125,1,0,1
155467,5012126,0,1,0
155472,5012128,0,1,0
155517,5012129,1,1,0
155562,5012130,1,1,0
155619,5012131,1,0,1
155636,5012132,1,0,1
155660,5012133,0,1,0
155709,5012134,1,1,0
155766,5012135,1,0,1
155776,5012136,1,0,1
155784,5012137,1,0,1
155803,5012138,1,1,0
155833,5012139,0,1,0
155878,5012140,1,1,0
155913,5012141,1,1,0
155915,5012142,1,0,1
155924,5012143,1,0,1
155933,5012145,1,0,1
155959,5012146,1,0,1
155971,5012147,1,1,0
155998,5012148,1,1,0
156059,5012149,1,1,0
156062,5012151,0,1,0
156093,5012152,1,0,1
156100,5012156,1,1,0
156140,5012157,1,0,1
156161,5012160,1,1,0
156218,5012161,1,1,0
156262,5012162,1,1,0
156319,5012163,1,1,0
156366,5012165,1,1,0
156385,5012166,0,1,0
156408,5012167,1,1,0
156416,5012168,1,1,0
156469,5012169,1,1,0
156511,5012170,1,1,0
156541,5012174,1,1,0
156563,5012175,1,1,0
156605,5012176,1,1,0
156648,5012177,1,1,0
156705,5012179,1,0,1
156735,5012180,1,0,1
156771,5012181,1,0,1
156806,5012182,1,0,1
156823,5012183,1,1,0
156855,5012184,1,0,1
156860,5012186,1,1,0
156892,5012187,1,0,1
156906,5012188,1,1,0
156936,5012189,1,1,0
156974,5012190,1,1,0
156995,5012191,1,1,0
157026,5012192,1,1,0
157050,5012193,1,1,0
157088,5012194,1,1,0
157090,5012195,1,0,1
157096,5012196,1,0,0
157103,5012197,1,1,0
157122,5012198,1,1,0
157155,5012199,1,1,0
157178,5012200,1,1,0
157208,5012201,1,1,0
157243,5012202,1,1,0
157296,5012203,1,0,1
157314,5012204,1,0,1
157323,5012207,1,1,0
157347,5012208,1,0,1
157380,5012209,1,1,0
157403,5012210,1,0,1
157419,5012211,0,1,0
157456,5012212,1,1,0
157484,5012213,0,1,0
157503,5012214,1,1,0
157553,5012215,1,1,0
157607,5012216,0,0,1
157644,5012217,1,0,1
157659,5012218,1,1,0
157709,5012219,1,1,0
157734,5012220,0,1,0
157776,5012223,1,1,0
157830,5012224,1,1,0
157850,5012225,1,1,0
157888,5012226,1,1,0
157889,5012228,1,0,1
157925,5012229,1,1,0
157966,5012230,1,1,0
157972,5012231,1,1,0
157981,5012232,1,0,1
158005,5012233,1,0,0
158023,5012234,1,1,0
158043,5012235,1,1,0
158079,5012236,1,1,0
158120,5012237,1,1,0
158142,5012238,1,1,0
158170,5012239,1,1,0
158201,5012240,0,1,0
158247,5012241,1,1,0
158296,5012242,1,1,0
158348,5012243,1,0,1
158381,5012244,1,0,1
158414,5012245,1,1,0
158454,5012246,1,0,1
158482,5012247,1,0,1
158501,5012248,1,1,0
158539,5012249,1,0,1
158572,5012250,1,0,1
158583,5012251,1,0,1
158615,5012252,1,0,1
158637,5012254,1,0,1
158675,5012255,0,0,1
158708,5012256,0,0,1
158741,5012257,1,0,1
158779,5012258,1,1,0
158803,5012259,1,0,1
158817,5012261,1,0,1
158853,5012262,1,1,0
158889,5012263,1,1,0
158946,5012264,1,1,0
158968,5012268,1,1,0
158983,5012269,1,1,0
159012,5012270,1,1,0
159068,5012271,1,0,1
159106,5012272,1,0,1
159120,5012273,1,0,1
159142,5012274,1,0,1
159157,5012275,1,0,1
159172,5012278,1,1,0
159210,5012279,1,1,0
159234,5012280,1,0,1
159246,5012281,1,1,0
159262,5012282,1,1,0
159323,5012283,1,1,0
159335,5012284,1,0,1
159388,5012285,1,1,0
159390,5012286,1,0,1
159397,5012287,1,1,0
159427,5012290,1,0,1
159431,5012294,1,1,0
159473,5012295,1,1,0
159528,5012296,1,1,0
159547,5012297,1,1,0
159572,5012298,1,1,0
159603,5012303,1,1,0
159610,5012304,1,1,0
159654,5012305,1,1,0
159683,5012306,1,1,0
159702,5012308,1,1,0
159727,5012309,0,1,0
159757,5012310,0,1,0
159807,5012311,1,1,0
159850,5012317,1,1,0
159879,5012318,1,0,1
159883,5012319,1,0,1
159892,5012320,1,0,1
159905,5012321,1,1,0
159957,5012322,1,1,0
160008,5012323,1,1,0
160063,5012324,1,1,0
160116,5012325,1,0,1
160140,5012326,1,0,1
160177,5012327,1,1,0
160237,5012328,1,1,0
160288,5012329,1,1,0
160341,5012330,1,1,0
160396,5012331,1,1,0
160437,5012333,1,0,1
160461,5012334,1,0,1
160480,5012335,0,1,0
160489,5012336,1,1,0
160517,5012337,1,1,0
160567,5012338,1,0,1
160600,5012339,1,0,0
160643,5012340,0,0,0
160673,5012342,1,1,0
160715,5012343,0,1,0
160757,5012344,1,1,0
160797,5012345,1,1,0
160811,5012346,0,1,0
160831,5012347,1,1,0
160860,5012348,1,1,0
160895,5012349,1,1,0
160938,5012350,1,0,1
160964,5012351,0,1,0
160992,5012352,1,1,0
161044,5012353,1,1,0
161096,5012354,1,0,1
161113,5012355,1,0,1
161130,5012356,1,1,0
161191,5012360,1,1,0
161231,5012361,1,1,0
161239,5012362,1,0,1
161263,5012363,1,0,1
161270,5012364,1,0,0
161280,5012365,1,0,0
161298,5012366,1,1,0
161329,5012367,1,1,0
161379,5012368,1,0,1
161392,5012369,1,0,1
161413,5012370,1,1,0
161472,5012371,1,0,1
161484,5012372,1,1,0
161498,5012373,1,1,0
161556,5012374,1,1,0
161599,5012377,1,1,0
161646,5012378,1,1,0
161699,5012379,1,0,1
161709,5012380,1,0,1
161719,5012381,1,1,0
161728,5012383,1,1,0
161753,5012384,1,1,0
161795,5012385,1,1,0
161852,5012386,1,1,0
161912,5012387,1,1,0
161955,5012388,1,1,0
161982,5012389,1,1,0
162002,5012391,1,1,0
162044,5012392,1,1,0
162077,5012393,1,1,0
162099,5012394,1,1,0
162125,5012395,1,1,0
162151,5012396,1,1,0
162178,5012397,1,1,0
162213,5012398,1,1,0
162234,5012399,1,1,0
162248,5012400,1,1,0
162291,5012401,1,1,0
162331,5012402,1,1,0
162362,5012403,1,1,0
162378,5012404,1,1,0
162394,5012405,1,1,0
162425,5012406,1,0,1
162437,5012407,1,1,0
162454,5012408,1,0,1
162460,5012409,1,0,1
162491,5012410,1,0,1
162529,5012413,1,1,0
162583,5012414,1,1,0
162596,5012415,1,0,1
162605,5012416,1,1,0
162621,5012417,1,1,0
162652,5012419,1,0,1
162661,5012420,1,0,1
162673,5012422,1,1,0
162720,5012423,1,1,0
162759,5012424,1,1,0
162779,5012425,1,0,1
162801,5012426,1,1,0
162837,5012429,1,0,1
162875,5012430,1,0,1
162900,5012431,1,0,0
162919,5012432,1,0,1
162925,5012433,1,1,0
162933,5012434,1,1,0
162950,5012435,1,1,0
162990,5012436,1,1,0
163007,5012437,1,1,0
163009,5012438,1,1,0
163015,5012439,1,1,0
163023,5012440,1,1,0
163078,5012441,1,1,0
163080,5012442,1,1,0
163135,5012443,1,0,1
163176,5012444,1,1,0
163214,5012445,1,1,0
163239,5012446,1,1,0
163265,5012447,1,0,1
163289,5012448,1,1,0
163322,5012449,1,1,0
163361,5012450,1,1,0
163392,5012451,1,0,0
163411,5012452,1,0,1
163418,5012453,1,1,0
163440,5012454,1,1,0
163466,5012455,1,1,0
163513,5012456,0,1,0
163546,5012457,1,1,0
163556,5012458,1,1,0
163566,5012459,1,1,0
163613,5012460,1,1,0
163617,5012461,1,1,0
163626,5012462,1,1,0
163684,5012463,0,1,0
163719,5012464,1,1,0
163720,5012465,0,1,0
163722,5012466,1,0,1
163734,5012467,1,0,1
163749,5012468,1,0,1
163760,5012469,0,0,1
163767,5012470,1,0,1
163781,5012471,1,1,0
163839,5012472,1,1,0
163866,5012473,1,1,0
163884,5012474,0,1,0
163887,5012475,0,0,1
163892,5012476,0,1,0
163893,5012477,1,0,1
163909,5012478,0,0,0
163923,5012479,0,0,1
163947,5012480,0,0,0
163977,5012481,1,1,0
163988,5012482,1,1,0
164000,5012483,1,1,0
164012,5012484,1,0,1
164022,5012485,1,0,1
164028,5012486,1,0,1
164039,5012487,1,1,0
164081,5012488,1,1,0
164124,5012490,1,0,1
164161,5012491,1,0,1
164194,5012492,1,0,1
164235,5012493,1,1,0
164255,5012494,1,1,0
164286,5012495,1,1,0
164305,5012497,1,1,0
164324,5012498,1,1,0
164346,5012499,1,1,0
164352,5012500,1,1,0
164363,5012501,1,1,0
164402,5012502,1,1,0
164443,5012503,1,0,1
164482,5012504,1,1,0
164537,5012505,1,1,0
164571,5012506,1,1,0
164582,5012507,1,0,1
164608,5012508,1,0,1
164619,5012509,1,0,1
164651,5012510,1,1,0
164696,5012512,1,1,0
164744,5012515,1,1,0
164759,5012519,1,1,0
164797,5012520,1,0,1
164830,5012521,1,0,1
164840,5012523,1,1,0
164897,5012528,1,1,0
164927,5012530,1,1,0
164976,5012531,1,1,0
164988,5012532,1,0,1
165005,5012533,1,0,1
165030,5012534,1,0,1
165063,5012535,1,1,0
165102,5012536,1,1,0
165134,5012537,1,1,0
165173,5012538,1,1,0
165211,5012539,1,0,1
165226,5012540,1,0,1
165247,5012541,1,1,0
165291,5012542,1,1,0
165329,5012543,1,0,0
165346,5012544,1,0,1
165369,5012545,1,1,0
165404,5012546,1,1,0
165449,5012547,1,0,1
165477,5012548,1,0,1
165504,5012552,1,0,1
165549,5012554,1,1,0
165559,5012555,1,1,0
165573,5012556,1,1,0
165601,5012558,1,1,0
165651,5012559,1,1,0
165679,5012560,1,0,1
165722,5012562,1,1,0
165773,5012564,1,1,0
165805,5012565,1,1,0
165848,5012566,1,1,0
165906,5012567,1,0,1
165917,5012568,1,0,1
165929,5012569,1,0,1
165953,5012571,1,1,0
166004,5012572,1,0,1
166029,5012573,1,1,0
166075,5012574,1,1,0
166118,5012575,1,0,1
166122,5012576,1,0,1
166135,5012577,1,1,0
166185,5012578,1,1,0
166195,5012579,1,0,1
166235,5012581,1,1,0
166236,5012582,1,0,1
166240,5012583,1,1,0
166290,5012584,1,1,0
166340,5012585,1,1,0
166390,5012586,1,1,0
166451,5012587,1,1,0
166511,5012588,1,1,0
166542,5012589,1,1,0
166572,5012590,1,1,0
166602,5012591,1,1,0
166640,5012592,1,1,0
166680,5012593,1,1,0
166697,5012594,1,1,0
166708,5012595,1,1,0
166717,5012596,1,0,1
166727,5012597,1,0,1
166735,5012599,1,1,0
166766,5012600,1,0,1
166781,5012601,1,1,0
166814,5012602,1,1,0
166857,5012603,1,1,0
166874,5012604,1,1,0
166930,5012605,1,1,0
166979,5012606,1,0,1
167002,5012607,1,1,0
167037,5012608,1,0,1
167054,5012609,1,0,0
167072,5012614,1,1,0
167100,5012615,1,1,0
167136,5012620,0,1,0
167192,5012622,1,0,1
167213,5012623,1,1,0
167270,5012624,1,1,0
167271,5012626,1,1,0
167328,5012627,1,0,1
167384,5012628,1,1,0
167441,5012629,1,1,0
167498,5012630,0,1,0
167506,5012631,1,1,0
167514,5012632,1,1,0
167555,5012633,1,1,0
167603,5012635,1,1,0
167613,5012636,1,1,0
167623,5012637,1,1,0
167638,5012638,1,1,0
167697,5012639,1,0,1
167705,5012640,1,0,1
167749,5012641,1,0,1
167757,5012642,1,1,0
167799,5012643,1,1,0
167824,5012645,1,1,0
167882,5012646,1,1,0
167912,5012647,1,1,0
167938,5012648,1,0,1
167968,5012649,1,0,1
167978,5012650,1,0,1
168008,5012651,1,1,0
168066,5012653,1,0,1
168079,5012654,1,1,0
168093,5012655,1,1,0
168120,5012656,1,1,0
168147,5012657,1,1,0
168183,5012658,1,1,0
168239,5012659,1,1,0
168267,5012660,1,1,0
168326,5012661,1,1,0
168363,5012664,1,1,0
168413,5012667,1,0,1
168421,5012668,1,1,0
168450,5012669,1,1,0
168488,5012678,1,0,1
168540,5012680,1,1,0
168596,5012681,1,1,0
168652,5012682,1,0,1
168675,5012684,1,1,0
168682,5012685,1,1,0
168721,5012686,1,0,1
168745,5012687,1,0,1
168766,5012689,1,1,0
168767,5012692,1,1,0
168791,5012693,1,1,0
168842,5012694,1,0,1
168847,5012695,1,0,1
168861,5012696,1,0,1
168870,5012697,1,1,0
168899,5012698,1,1,0
168936,5012699,1,1,0
168975,5012700,1,1,0
169025,5012701,1,1,0
169085,5012702,1,1,0
169134,5012703,1,1,0
169136,5012705,1,1,0
169182,5012706,1,0,1
169226,5012707,1,0,1
169238,5012708,1,0,1
169288,5012710,1,0,1
169330,5012711,1,0,1
169346,5012712,1,0,1
169359,5012714,1,1,0
169416,5012718,1,1,0
169473,5012719,1,0,1
169487,5012721,1,0,1
169519,5012722,1,1,0
169559,5012723,1,0,1
169581,5012724,1,1,0
169621,5012725,1,1,0
169674,5012726,1,1,0
169721,5012727,1,1,0
169762,5012728,1,1,0
169763,5012729,1,1,0
169797,5012730,1,1,0
169828,5012731,1,1,0
169887,5012732,1,0,1
169907,5012734,1,0,1
169928,5012736,1,1,0
169956,5012737,1,1,0
169998,5012738,1,1,0
170054,5012739,1,1,0
170110,5012740,1,0,1
170129,5012741,1,0,0
170134,5012742,1,1,0
170152,5012743,1,1,0
170178,5012744,1,0,1
170204,5012745,1,0,1
170217,5016224,1,1,0
170235,5016225,1,0,1
170255,5016226,1,0,1
170264,5016227,1,1,0
170303,5016228,1,1,0
170325,5016229,1,0,1
170335,5016230,1,0,1
170349,5016231,1,1,0
170352,5016232,1,1,0
170392,5016233,1,1,0
170439,5016234,1,0,1
170443,5016235,1,0,1
170447,5016236,1,0,0
170455,5016237,1,1,0
170469,5016238,1,1,0
170494,5016239,1,1,0
170524,5016241,1,1,0
170580,5016242,1,1,0
170636,5016243,1,1,0
170690,5016244,1,1,0
170746,5016245,1,1,0
170794,5016246,1,0,1
170800,5016247,1,0,1
170806,5016248,1,1,0
170842,5016249,1,1,0
170856,5016250,1,1,0
170897,5016251,1,1,0
170938,5016252,1,1,0
170979,5016253,1,1,0
171012,5016255,1,0,1
171050,5016256,1,0,1
171088,5016258,1,1,0
171149,5016259,1,1,0
171183,5016260,1,1,0
171224,5016261,1,0,1
171232,5016262,1,1,0
171237,5016263,1,0,1
171269,5016264,1,0,1
171277,5016265,1,1,0
171288,5016266,1,1,0
171319,5016268,1,0,1
171372,5016270,1,1,0
171411,5016274,1,0,1
171419,5016275,1,0,1
171457,5016276,1,0,1
171483,5016278,1,1,0
171518,5016279,1,1,0
171574,5016280,1,0,1
171588,5016281,1,1,0
171645,5016282,1,1,0
171702,5016283,1,1,0
171755,5016284,1,1,0
171790,5016285,1,1,0
171813,5016286,1,1,0
171819,5016287,1,0,1
171868,5016288,1,1,0
171907,5016289,1,1,0
171937,5016291,1,1,0
171978,5016292,1,1,0
172037,5016293,1,0,1
172048,5016294,1,0,1
172069,5016295,1,1,0
172128,5016296,1,1,0
172183,5016297,1,1,0
172207,5016298,1,1,0
172238,5016299,1,1,0
172280,5016300,1,1,0
172307,5016301,1,1,0
172343,5016303,1,1,0
172402,5016304,1,0,1
172442,5016305,1,0,1
172462,5016306,1,0,1
172474,5016307,1,1,0
172528,5016308,1,0,1
172539,5016310,1,0,1
172574,5016311,1,0,1
172618,5016313,1,1,0
172677,5016314,1,0,1
172714,5016315,1,0,1
172749,5016316,1,0,1
172777,5016318,1,1,0
172829,5016320,1,1,0
172874,5016324,1,0,1
172883,5016325,1,1,0
172908,5016326,1,1,0
172953,5016327,1,1,0
172985,5016329,1,1,0
173017,5016330,1,0,1
173028,5016331,1,1,0
173059,5016332,1,0,1
173095,5016336,1,1,0
173144,5016337,1,1,0
173189,5016338,1,0,1
173250,5016340,1,1,0
173272,5016341,1,1,0
173331,5016342,1,1,0
173390,5016343,1,1,0
173413,5016344,1,1,0
173449,5016345,1,1,0
173497,5016346,1,0,1
173543,5016347,1,0,1
173555,5016348,1,1,0
173611,5016349,1,1,0
173658,5016350,1,1,0
173676,5016351,1,1,0
173697,5016352,1,0,1
173705,5016353,1,1,0
173725,5016354,1,1,0
173746,5016357,1,1,0
173769,5016358,1,1,0
173794,5016359,1,0,1
173808,5016360,1,0,1
173822,5016361,1,1,0
173853,5016365,1,1,0
173891,5016366,1,1,0
173934,5016367,1,1,0
173983,5016368,1,0,1
174026,5016369,1,1,0
174047,5016370,1,1,0
174085,5016371,1,1,0
174128,5016372,1,1,0
174158,5016373,1,0,1
174163,5016374,1,0,1
174168,5016375,1,1,0
174189,5016376,0,1,0
174209,5016377,1,0,1
174220,5016378,1,0,1
174235,5016379,1,1,0
174260,5016380,1,1,0
174294,5016381,1,0,1
174331,5016382,1,1,0
174368,5016383,1,1,0
174415,5016384,1,1,0
174462,5016385,1,1,0
174508,5016386,1,1,0
174555,5016388,1,0,0
174593,5016389,1,1,0
174652,5016390,1,0,1
174661,5016391,1,0,1
174687,5016392,1,1,0
174737,5016395,1,1,0
174776,5016396,1,1,0
174806,5016397,1,1,0
174823,5016398,1,0,1
174829,5016399,1,1,0
174856,5016400,1,0,0
174862,5016401,1,1,0
174882,5016402,1,1,0
174901,5016403,1,0,1
174907,5016404,1,0,1
174937,5016405,1,1,0
174985,5016406,1,1,0
175023,5016407,1,1,0
175045,5016408,1,1,0
175080,5016409,1,1,0
175108,5016410,1,0,1
175129,5016411,1,1,0
175151,5016412,1,1,0
175178,5016413,1,1,0
175222,5016415,1,0,1
175234,5016416,1,1,0
175250,5016417,1,0,1
175301,5016418,1,0,1
175346,5016419,0,1,0
175384,5016421,1,1,0
175420,5016424,1,1,0
175463,5016426,1,0,1
175477,5016427,1,0,1
175514,5016428,1,0,1
175560,5016430,1,1,0
175594,5016431,1,0,1
175631,5016432,1,0,1
175677,5016433,1,1,0
175725,5016434,1,1,0
175776,5016435,1,0,0
175787,5016436,1,1,0
175809,5016437,1,0,1
175856,5016441,1,1,0
175857,5016442,1,0,1
175878,5016443,1,0,1
175899,5016446,1,1,0
175952,5016448,1,1,0
175968,5016449,1,1,0
176013,5016450,1,0,1
176019,5016451,1,0,1
176026,5016452,1,1,0
176039,5016453,1,0,1
176055,5016456,1,1,0
176112,5016457,1,1,0
176136,5016458,1,1,0
176167,5016459,1,0,1
176182,5016460,1,0,1
176213,5016461,1,0,0
176249,5016463,1,0,1
176272,5016464,1,1,0
176328,5016465,1,1,0
176362,5016466,1,0,1
176368,5016467,1,1,0
176429,5016470,1,1,0
176487,5016471,1,1,0
176532,5016472,1,0,1
176555,5016473,1,1,0
176579,5016474,1,1,0
176615,5016475,1,1,0
176663,5016477,1,1,0
176708,5016478,1,0,1
176717,5016479,1,0,1
176752,5016480,1,0,1
176766,5016481,1,0,1
176780,5016482,1,1,0
176833,5016483,1,1,0
176852,5016484,1,1,0
176879,5016485,1,0,1
176926,5016486,1,1,0
176934,5016487,1,1,0
176958,5016488,1,0,1
176970,5016489,1,1,0
177019,5016490,1,0,1
177054,5016491,1,0,0
177090,5016492,1,1,0
177092,5016493,1,1,0
177110,5016494,1,1,0
177140,5016495,1,0,1
177145,5016496,1,1,0
177155,5016497,1,1,0
177173,5016498,1,1,0
177199,5016502,1,1,0
177220,5016503,1,1,0
177241,5016504,1,1,0
177252,5016505,1,0,1
177263,5016507,1,1,0
177291,5016508,1,1,0
177348,5016509,1,1,0
177352,5016510,1,1,0
177361,5016513,1,1,0
177374,5016514,1,1,0
177432,5016515,1,1,0
177450,5016516,1,1,0
177493,5016517,1,1,0
177533,5016518,1,0,1
177573,5016523,1,1,0
177632,5016524,1,1,0
177685,5016527,1,1,0
177724,5016528,1,1,0
177767,5016529,1,1,0
177778,5016530,1,1,0
177810,5016531,1,1,0
177844,5016532,1,1,0
177881,5016533,1,0,1
177912,5016534,1,0,1
177942,5016535,1,0,1
177956,5016536,1,0,1
177973,5016537,1,1,0
177995,5016538,1,1,0
178019,5016539,1,1,0
178039,5016540,1,1,0
178072,5016541,1,0,1
178109,5016542,1,1,0
178149,5016543,1,1,0
178194,5016544,1,0,1
178212,5016545,1,0,1
178235,5016546,1,0,1
178258,5016547,1,0,1
178285,5016548,1,1,0
178315,5016549,1,0,1
178347,5016550,1,1,0
178350,5016551,1,1,0
178357,5016552,1,0,1
178367,5016553,1,0,1
178377,5016558,1,1,0
178436,5016559,1,1,0
178495,5016562,1,1,0
178552,5016563,1,1,0
178592,5016564,1,1,0
178603,5016565,1,0,1
178615,5016566,1,1,0
178634,5016567,1,1,0
178676,5016568,1,1,0
178679,5016569,1,0,1
178698,5016570,1,0,1
178718,5016571,1,1,0
178760,5016572,1,1,0
178808,5016573,1,1,0
178860,5016574,1,1,0
178908,5016575,1,1,0
178952,5016576,1,1,0
178994,5016577,1,1,0
179036,5016578,1,0,1
179086,5016579,1,1,0
179142,5016580,1,0,1
179149,5016581,1,1,0
179182,5016583,1,1,0
179229,5016585,1,1,0
179238,5016586,1,0,0
179261,5016587,1,0,1
179284,5016588,1,0,1
179306,5016589,1,0,1
179328,5016590,1,1,0
179350,5016591,1,0,1
179372,5016595,1,1,0
179424,5016596,1,1,0
179427,5016597,1,0,0
179451,5016598,1,1,0
179509,5016601,1,0,1
179540,5016602,1,1,0
179551,5016604,1,1,0
179590,5016606,1,0,1
179601,5016607,1,1,0
179614,5016608,1,0,1
179631,5016609,1,0,1
179646,5016610,1,0,1
179664,5016611,1,0,1
179708,5016612,1,1,0
179734,5016614,1,1,0
179795,5016615,1,1,0
179849,5016616,1,1,0
179881,5016619,1,1,0
179932,5016620,1,0,0
179954,5016621,1,0,1
179988,5016622,1,1,0
180027,5016623,1,1,0
180081,5016627,1,1,0
180090,5016630,1,0,1
180137,5016631,1,1,0
180161,5016632,1,1,0
180187,5016633,1,1,0
180234,5016634,1,1,0
180237,5016635,1,1,0
180284,5016636,1,0,1
180297,5016637,1,0,1
180314,5016638,1,0,1
180341,5016639,1,1,0
180369,5016640,1,1,0
180407,5016641,1,1,0
180445,5016644,1,1,0
180502,5016645,1,0,1
180509,5016646,1,1,0
180541,5016647,1,1,0
180564,5016648,1,1,0
180622,5016651,1,0,0
180632,5016652,1,1,0
180657,5016653,1,1,0
180683,5016654,1,1,0
180708,5016655,1,0,1
180731,5016656,1,1,0
180741,5016657,1,1,0
180744,5016658,1,0,1
180755,5016661,1,1,0
180811,5016662,1,1,0
180842,5016663,1,0,1
180861,5016664,1,0,1
180887,5016665,1,1,0
180906,5016666,1,0,1
180932,5016667,1,1,0
180963,5016668,1,1,0
180995,5016669,1,1,0
180998,5016670,1,1,0
181009,5016672,1,1,0
181060,5016673,1,1,0
181111,5016677,1,1,0
181169,5016678,1,1,0
181228,5016679,1,1,0
181262,5016680,1,0,1
181269,5016681,1,0,1
181276,5016682,1,0,1
181292,5016683,1,1,0
181311,5016684,1,1,0
181336,5016685,1,0,0
181364,5016686,1,1,0
181401,5016687,1,1,0
181441,5016688,1,1,0
181491,5016692,1,0,1
181499,5016693,1,1,0
181522,5016694,1,1,0
181578,5016695,1,1,0
181595,5016696,1,1,0
181611,5016697,1,1,0
181641,5016698,1,1,0
181682,5016699,1,0,1
181707,5016700,1,0,1
181740,5016701,1,0,1
181751,5016702,1,0,1
181771,5016703,1,1,0
181815,5016704,1,0,1
181821,5016708,1,1,0
181823,5016709,1,0,1
181837,5016710,1,1,0
181854,5016711,1,1,0
181872,5016713,1,1,0
181906,5016714,1,0,1
181913,5016716,1,1,0
181952,5016717,1,1,0
182009,5016718,1,1,0
182063,5016719,1,1,0
182065,5016720,1,0,1
182074,5016721,1,1,0
182088,5016722,1,1,0
182111,5016723,1,1,0
182165,5016724,1,0,1
182197,5016725,1,1,0
182231,5016726,1,1,0
182268,5016727,1,1,0
182271,5016728,1,0,0
182285,5016730,1,1,0
182323,5016731,0,0,1
182334,5016732,1,1,0
182345,5016733,1,0,1
182367,5016734,1,1,0
182404,5016735,1,1,0
182445,5016736,1,1,0
182478,5016738,1,1,0
182533,5016739,1,1,0
182579,5016740,1,1,0
182622,5016741,1,1,0
182672,5016742,1,1,0
182717,5016743,1,1,0
182771,5016744,1,0,1
182778,5016745,1,1,0
182803,5016746,1,1,0
182828,5016747,1,1,0
182857,5016748,1,1,0
182890,5016750,1,1,0
182930,5016753,1,0,1
