OCCUPATION_TYPE,DAYS_BIRTH_CATEGORIZED,AMT_INCOME_TOTAL_CATEGORIZED,FLAG_EMAIL,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CNT_FAM_MEMBERS_CATEGORIZED,GOOD_BAD,Unnamed: 0_x,ID,Unnamed: 0_y,NUMBER_OF_RECORDS,cumsum,Percentage
Core staff,under 30ties,high income,1,Married,Incomplete higher,Commercial associate,2+1,0,242,242,242,242,242,100.0
Core staff,under 30ties,high income,1,Married,Incomplete higher,Working,couple,0,17,17,17,17,48,35.41666666666667
Core staff,under 30ties,high income,1,Married,Incomplete higher,Working,couple,1,31,31,31,31,48,64.58333333333334
Core staff,under 30ties,high income,1,Married,Secondary / secondary special,State servant,2+1,0,9,9,9,9,25,36.0
Core staff,under 30ties,high income,1,Married,Secondary / secondary special,State servant,2+1,1,16,16,16,16,25,64.0
Core staff,under 30ties,high income,1,Married,Secondary / secondary special,Working,2+1,0,71,71,71,71,218,32.56880733944954
Core staff,under 30ties,high income,1,Married,Secondary / secondary special,Working,2+1,1,147,147,147,147,218,67.43119266055045
Core staff,under 30ties,high income,1,Single / not married,Higher education,Commercial associate,1 person household,0,8,8,8,8,75,10.666666666666668
Core staff,under 30ties,high income,1,Single / not married,Higher education,Commercial associate,1 person household,1,67,67,67,67,75,89.33333333333333
Core staff,under 30ties,high income,1,Single / not married,Secondary / secondary special,Working,1 person household,1,46,46,46,46,46,100.0
Core staff,under 30ties,medium income,0,Civil marriage,Higher education,Working,couple,0,20,20,20,20,101,19.801980198019802
Core staff,under 30ties,medium income,0,Civil marriage,Higher education,Working,couple,1,81,81,81,81,101,80.19801980198021
Core staff,under 30ties,medium income,0,Civil marriage,Secondary / secondary special,Working,2+1,0,31,31,31,31,31,100.0
Core staff,under 30ties,medium income,0,Married,Higher education,Commercial associate,2+1,1,32,32,32,32,32,100.0
Core staff,under 30ties,medium income,0,Married,Higher education,Commercial associate,2+2,0,8,8,8,8,79,10.126582278481013
Core staff,under 30ties,medium income,0,Married,Higher education,Commercial associate,2+2,1,71,71,71,71,79,89.87341772151899
Core staff,under 30ties,medium income,0,Married,Higher education,Commercial associate,couple,1,18,18,18,18,18,100.0
Core staff,under 30ties,medium income,0,Married,Higher education,State servant,2+2,0,8,8,8,8,48,16.666666666666664
Core staff,under 30ties,medium income,0,Married,Higher education,State servant,2+2,1,40,40,40,40,48,83.33333333333334
Core staff,under 30ties,medium income,0,Married,Higher education,Working,2+1,0,35,35,35,35,205,17.073170731707318
Core staff,under 30ties,medium income,0,Married,Higher education,Working,2+1,1,170,170,170,170,205,82.92682926829268
Core staff,under 30ties,medium income,0,Married,Higher education,Working,2+2,0,16,16,16,16,16,100.0
Core staff,under 30ties,medium income,0,Married,Higher education,Working,couple,0,18,18,18,18,198,9.090909090909092
Core staff,under 30ties,medium income,0,Married,Higher education,Working,couple,1,180,180,180,180,198,90.9090909090909
Core staff,under 30ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+1,0,4,4,4,4,4,100.0
Core staff,under 30ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,0,9,9,9,9,17,52.94117647058824
Core staff,under 30ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,1,8,8,8,8,17,47.05882352941176
Core staff,under 30ties,medium income,0,Married,Secondary / secondary special,Working,2+2,0,19,19,19,19,36,52.77777777777778
Core staff,under 30ties,medium income,0,Married,Secondary / secondary special,Working,2+2,1,17,17,17,17,36,47.22222222222222
Core staff,under 30ties,medium income,0,Married,Secondary / secondary special,Working,couple,0,5,5,5,5,26,19.230769230769234
Core staff,under 30ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,21,21,21,21,26,80.76923076923077
Core staff,under 30ties,medium income,0,Single / not married,Higher education,Commercial associate,1 person household,1,74,74,74,74,74,100.0
Core staff,under 30ties,medium income,0,Single / not married,Higher education,Working,1 person household,0,14,14,14,14,17,82.35294117647058
Core staff,under 30ties,medium income,0,Single / not married,Higher education,Working,1 person household,1,3,3,3,3,17,17.647058823529413
Core staff,under 30ties,medium income,0,Single / not married,Lower secondary,Working,1 person household,0,11,11,11,11,11,100.0
Core staff,under 30ties,medium income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,59,59,59,59,59,100.0
Core staff,under 30ties,medium income,1,Married,Higher education,State servant,2+1,0,12,12,12,12,12,100.0
Core staff,under 30ties,medium income,1,Married,Higher education,Working,2+1,0,13,13,13,13,42,30.952380952380953
Core staff,under 30ties,medium income,1,Married,Higher education,Working,2+1,1,29,29,29,29,42,69.04761904761905
Core staff,under 30ties,medium income,1,Married,Higher education,Working,2+2,0,6,6,6,6,6,100.0
Core staff,under 30ties,very high income,0,Civil marriage,Secondary / secondary special,Working,couple,0,26,26,26,26,26,100.0
Core staff,under 30ties,very high income,0,Married,Higher education,State servant,2+1,0,168,168,168,168,267,62.92134831460674
Core staff,under 30ties,very high income,0,Married,Higher education,State servant,2+1,1,99,99,99,99,267,37.07865168539326
Core staff,under 30ties,very high income,0,Married,Higher education,State servant,2+2,0,26,26,26,26,174,14.942528735632186
Core staff,under 30ties,very high income,0,Married,Higher education,State servant,2+2,1,148,148,148,148,174,85.0574712643678
Core staff,under 30ties,very high income,0,Married,Higher education,State servant,couple,0,36,36,36,36,54,66.66666666666666
Core staff,under 30ties,very high income,0,Married,Higher education,State servant,couple,1,18,18,18,18,54,33.33333333333333
Core staff,under 30ties,very high income,0,Married,Higher education,Working,2+1,1,53,53,53,53,53,100.0
Core staff,under 30ties,very high income,0,Married,Higher education,Working,2+2,1,51,51,51,51,51,100.0
Core staff,under 30ties,very high income,0,Married,Higher education,Working,couple,1,60,60,60,60,60,100.0
Core staff,under 30ties,very high income,0,Married,Incomplete higher,Commercial associate,couple,0,12,12,12,12,12,100.0
Core staff,under 30ties,very high income,0,Married,Incomplete higher,Working,couple,0,6,6,6,6,32,18.75
Core staff,under 30ties,very high income,0,Married,Incomplete higher,Working,couple,1,26,26,26,26,32,81.25
Core staff,under 30ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,0,45,45,45,45,108,41.66666666666667
Core staff,under 30ties,very high income,0,Married,Secondary / secondary special,Commercial associate,couple,1,63,63,63,63,108,58.333333333333336
Core staff,under 30ties,very high income,0,Married,Secondary / secondary special,State servant,couple,0,11,11,11,11,25,44.0
Core staff,under 30ties,very high income,0,Married,Secondary / secondary special,State servant,couple,1,14,14,14,14,25,56.00000000000001
Core staff,under 30ties,very high income,0,Married,Secondary / secondary special,Working,2+1,1,43,43,43,43,43,100.0
Core staff,under 30ties,very high income,0,Married,Secondary / secondary special,Working,big family,1,26,26,26,26,26,100.0
Core staff,under 30ties,very high income,0,Married,Secondary / secondary special,Working,couple,0,85,85,85,85,266,31.954887218045116
Core staff,under 30ties,very high income,0,Married,Secondary / secondary special,Working,couple,1,181,181,181,181,266,68.04511278195488
Core staff,under 30ties,very high income,0,Separated,Higher education,State servant,couple,0,34,34,34,34,45,75.55555555555556
Core staff,under 30ties,very high income,0,Separated,Higher education,State servant,couple,1,11,11,11,11,45,24.444444444444443
Core staff,under 30ties,very high income,0,Single / not married,Higher education,Commercial associate,1 person household,0,159,159,159,159,544,29.22794117647059
Core staff,under 30ties,very high income,0,Single / not married,Higher education,Commercial associate,1 person household,1,385,385,385,385,544,70.77205882352942
Core staff,under 30ties,very high income,0,Single / not married,Higher education,Pensioner,2+1,1,37,37,37,37,37,100.0
Core staff,under 30ties,very high income,0,Single / not married,Higher education,State servant,1 person household,0,52,52,52,52,52,100.0
Core staff,under 30ties,very high income,0,Single / not married,Higher education,State servant,2+1,0,58,58,58,58,90,64.44444444444444
Core staff,under 30ties,very high income,0,Single / not married,Higher education,State servant,2+1,1,32,32,32,32,90,35.55555555555556
Core staff,under 30ties,very high income,0,Single / not married,Higher education,Working,1 person household,0,76,76,76,76,141,53.90070921985816
Core staff,under 30ties,very high income,0,Single / not married,Higher education,Working,1 person household,1,65,65,65,65,141,46.09929078014184
Core staff,under 30ties,very high income,0,Single / not married,Higher education,Working,couple,0,82,82,82,82,221,37.10407239819005
Core staff,under 30ties,very high income,0,Single / not married,Higher education,Working,couple,1,139,139,139,139,221,62.89592760180995
Core staff,under 30ties,very high income,0,Single / not married,Incomplete higher,Commercial associate,1 person household,0,49,49,49,49,422,11.61137440758294
Core staff,under 30ties,very high income,0,Single / not married,Incomplete higher,Commercial associate,1 person household,1,373,373,373,373,422,88.38862559241706
Core staff,under 30ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,16,16,16,16,34,47.05882352941176
Core staff,under 30ties,very high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,18,18,18,18,34,52.94117647058824
Core staff,under 30ties,very high income,0,Single / not married,Secondary / secondary special,State servant,1 person household,0,9,9,9,9,9,100.0
Core staff,under 30ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,165,165,165,165,333,49.549549549549546
Core staff,under 30ties,very high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,168,168,168,168,333,50.45045045045045
Core staff,under 30ties,very high income,1,Civil marriage,Higher education,Working,2+1,1,21,21,21,21,21,100.0
Core staff,under 30ties,very high income,1,Civil marriage,Incomplete higher,Working,couple,0,6,6,6,6,13,46.15384615384615
Core staff,under 30ties,very high income,1,Civil marriage,Incomplete higher,Working,couple,1,7,7,7,7,13,53.84615384615385
Core staff,under 30ties,very high income,1,Married,Higher education,Commercial associate,2+1,1,79,79,79,79,79,100.0
Core staff,under 30ties,very high income,1,Married,Higher education,Commercial associate,couple,0,24,24,24,24,24,100.0
Core staff,under 30ties,very high income,1,Married,Higher education,State servant,couple,1,18,18,18,18,18,100.0
Core staff,under 30ties,very high income,1,Married,Higher education,Working,2+1,0,49,49,49,49,106,46.22641509433962
Core staff,under 30ties,very high income,1,Married,Higher education,Working,2+1,1,57,57,57,57,106,53.77358490566038
Core staff,under 30ties,very high income,1,Married,Secondary / secondary special,Commercial associate,couple,0,59,59,59,59,110,53.63636363636364
Core staff,under 30ties,very high income,1,Married,Secondary / secondary special,Commercial associate,couple,1,51,51,51,51,110,46.36363636363636
Core staff,under 30ties,very high income,1,Married,Secondary / secondary special,Working,2+1,0,5,5,5,5,86,5.813953488372093
Core staff,under 30ties,very high income,1,Married,Secondary / secondary special,Working,2+1,1,81,81,81,81,86,94.18604651162791
Core staff,under 30ties,very high income,1,Married,Secondary / secondary special,Working,couple,0,36,36,36,36,57,63.1578947368421
Core staff,under 30ties,very high income,1,Married,Secondary / secondary special,Working,couple,1,21,21,21,21,57,36.84210526315789
Core staff,under 30ties,very high income,1,Single / not married,Higher education,Working,1 person household,0,63,63,63,63,113,55.75221238938053
Core staff,under 30ties,very high income,1,Single / not married,Higher education,Working,1 person household,1,50,50,50,50,113,44.24778761061947
Core staff,under 30ties,very high income,1,Single / not married,Secondary / secondary special,State servant,1 person household,1,44,44,44,44,44,100.0
Core staff,under 40ties,high income,0,Civil marriage,Higher education,Commercial associate,couple,0,48,48,48,48,48,100.0
Core staff,under 40ties,high income,0,Civil marriage,Higher education,Working,couple,0,13,13,13,13,162,8.024691358024691
Core staff,under 40ties,high income,0,Civil marriage,Higher education,Working,couple,1,149,149,149,149,162,91.9753086419753
Core staff,under 40ties,high income,0,Civil marriage,Incomplete higher,Working,2+1,0,14,14,14,14,149,9.395973154362416
Core staff,under 40ties,high income,0,Civil marriage,Incomplete higher,Working,2+1,1,135,135,135,135,149,90.60402684563759
Core staff,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Commercial associate,2+1,0,79,79,79,79,220,35.90909090909091
Core staff,under 40ties,high income,0,Civil marriage,Secondary / secondary special,Commercial associate,2+1,1,141,141,141,141,220,64.0909090909091
